catégorie;CodeReferentielReparation;Désignation;Unité;Démolitions / Déblais;Étape de production;Étape du processus de construction ;Étape d’utilisation ;Étape de fin de vie ;Total cycle de vie en kg CO² eq;Durée de vie;Incertitude;Date de modification
MENUISERIE;MENUISERIE_50;Fourniture fenêtre pvc 2 vantaux 120x100;U;0;135,6;0;0;0;135,6;30;2;02/05/2024
MENUISERIE;MENUISERIE_51;Fourniture fenêtre alu 2 vantaux 120x100;U;0;189,6;0;0;0;189,6;30;2;02/05/2024
MENUISERIE;MENUISERIE_52;Fourniture fenêtre bois 2 vantaux oscillo-battant 120x100;U;0;74,28;0;0;0;74,28;25;2;02/05/2024
MENUISERIE;MENUISERIE_53;Fourniture fenêtre pvc 2 vantaux oscillo-battant 120x100;U;0;135,6;0;0;0;135,6;30;2;02/05/2024
MENUISERIE;MENUISERIE_54;Fourniture fenêtre alu 2 vantaux oscillo-battant 120x100;U;0;189,6;0;0;0;189,6;30;2;02/05/2024
MENUISERIE;MENUISERIE_55;Fourniture porte fenêtre bois 1 vantail;U;0;106,47;0;0;41,62;148,09;25;1;02/05/2024
MENUISERIE;MENUISERIE_56;Fourniture porte fenêtre pvc 1 vantail;U;0;311,32;0;0;0;311,32;30;2;02/05/2024
MENUISERIE;MENUISERIE_57;Fourniture porte fenêtre alu 1 vantail;U;0;311,32;0;0;0;311,32;30;2;02/05/2024
MENUISERIE;MENUISERIE_58;Fourniture porte fenêtre bois 2 vantaux 215x120;U;0;159,7;0;0;62,44;222,14;25;1;02/05/2024
MENUISERIE;MENUISERIE_59;Fourniture porte fenêtre pvc 2 vantaux 215x120;U;0;466,98;0;0;0;466,98;30;2;02/05/2024
MENUISERIE;MENUISERIE_60;Fourniture porte fenêtre alu 2 vantaux 215x120;U;0;466,98;0;0;0;466,98;30;2;02/05/2024
MENUISERIE;MENUISERIE_61;Fourniture baie coulissante bois 215x240 pose en rénovation;U;0;319,4;0;0;124,87;444,28;25;1;02/05/2024
MENUISERIE;MENUISERIE_62;Fourniture baie coulissante PVC 215x240 pose en rénovation;U;0;583,08;0;0;20,38;603,46;30;1;02/05/2024
MENUISERIE;MENUISERIE_63;Fourniture baie coulissante Alu 215x240 pose en rénovation;U;0;815,28;0;0;45,98;861,26;30;1;02/05/2024
MENUISERIE;MENUISERIE_64;Fourniture de volet roulant manuel pvc/alu pour fenêtre 120cm;U;0;320,88;0;0;1,8;322,68;30;2;02/05/2024
MENUISERIE;MENUISERIE_65;Fourniture de volet roulant électrique pvc/alu pour fenêtre 120cm;U;0;334,53;0;71;2,01;407,54;15;1;02/05/2024
MENUISERIE;MENUISERIE_66;Fourniture de volet roulant manuel pvc/alu pour fenêtre 240cm;U;0;985,56;0;0;5,52;991,08;30;2;02/05/2024
MENUISERIE;MENUISERIE_67;Fourniture de volet roulant électrique pvc/alu pour fenêtre 240cm;U;0;999,21;0;71;5,73;1075,94;15;2;02/05/2024
MENUISERIE;MENUISERIE_68;Réparation forfaitaire de volet roulant hors tablier;FT;0;0,1;23,6;0;0;23,7;10;2;02/05/2024
MENUISERIE;MENUISERIE_69;Remplacement traverse ou lame sur volet bois;FT;0;0,2;43,6;0;0;43,8;10;2;02/05/2024
MENUISERIE;MENUISERIE_70;Fourniture volets bois 2 battants pour fenêtre 120x100;U;0;44,52;0;0;0;44,52;25;2;02/05/2024
MENUISERIE;MENUISERIE_71;Fourniture volets bois 2 battants pour porte fenêtre (jusqu'à 160 cm de largeur);U;0;127,62;0;0;0;127,62;25;2;02/05/2024
MENUISERIE;MENUISERIE_72;Fourniture volets PVC 2 battants pour fenêtre 120x100;U;0;157,2;0;0;0;157,2;30;2;02/05/2024
MENUISERIE;MENUISERIE_73;Fourniture volets PVC 2 battants pour porte fenêtre (jusqu'à 160 cm de largeur);U;0;450,64;0;0;0;450,64;30;2;02/05/2024
MENUISERIE;MENUISERIE_74;Fourniture volets Alu 2 battants pour fenêtre 120x100;U;0;732;0;0;0;732;25;2;02/05/2024
MENUISERIE;MENUISERIE_75;Fourniture volets Alu 2 battants pour porte fenêtre (jusqu'à 160 cm de largeur);U;0;2098,4;0;0;0;2098,4;25;2;02/05/2024
MENUISERIE;MENUISERIE_76;Fourniture d'un moteur électrique pour volet roulant (hauteur max 3m, largeur max 240);U;0;13,65;0;71;0,21;84,86;15;1;02/05/2024
MENUISERIE;MENUISERIE_77;Fenêtre de toit à projection ou rotation 55x78 cm (type Velux);U;0;58,91;0;0;0;58,91;30;3;02/05/2024
MENUISERIE;MENUISERIE_78;Fenêtre de toit à projection ou rotation 98x78 (type Velux);U;0;104,12;0;0;0;104,12;30;3;02/05/2024
MENUISERIE;MENUISERIE_79;Fenêtre de toit à projection ou rotation 78x118 cm (type Velux);U;0;126,04;0;0;0;126,04;30;3;02/05/2024
MENUISERIE;MENUISERIE_80;Fourniture porte de garage à l'identique;U;0;681,6;64,8;0;25,68;772,08;30;2;02/05/2024
MACON;MACON_1;Dépose et enlèvement en décharge de la cloture grillagée;ML;11,1;0;0;0;0;11,1;50;1;02/05/2024
MACON;MACON_2;Dépose et enlèvement en décharge de la cloture en béton préfabriquée;ML;2,2;0;0;0;0;2,2;50;1;02/05/2024
MACON;MACON_3;Dépose et enlèvement en décharge de mur en agglos creux;ML;5,4;0;0;0;0;5,4;50;1;02/05/2024
MACON;MACON_4;Dépose et enlèvement en décharge de mur en agglos creux enduit monocouche 2 faces;ML;5,41;0;0;0;0;5,41;50;1;02/05/2024
MACON;MACON_5;Dépose et enlèvement en décharge de mur en agglos creux enduit monocouche 2 faces et couronnement préfabriqué;ML;14,19;0;0;0;0;14,19;50;1;02/05/2024
MACON;MACON_6;Clôture grillagée simple torsion plastifiée sur poteau Fer Té en terre sur dé de béton enterré;ML;2,02;31,4;10,2;0;2,02;45,64;50;1;02/05/2024
MACON;MACON_7;Clôture grillagée simple torsion galvanisée sur poteau Fer Té en terre sur dé de béton enterré;ML;2,02;31,4;10,2;0;2,02;45,64;50;1;02/05/2024
MACON;MACON_8;Clôture grillagée défensive rigide galvanisée poteaux sur dé de béton enterré;ML;2,02;31,4;10,2;0;2,02;45,64;50;1;02/05/2024
MACON;MACON_9;Clôture béton (poteaux et dalles béton préfabriqués);ML;11,1;19;50;-6,94;11,1;84,26;100;1;02/05/2024
MACON;MACON_10;Dépose et enlèvement en décharge de la cloture en aluminium;ML;15,2;0;0;0;0;15,2;50;1;02/05/2024
MACON;MACON_11;Clôture aluminium avec poteau aluminium sur dé de béton enterré;ML;0;511;0;0;0;511;50;1;02/05/2024
MACON;MACON_12;Dépose et enlèvement en décharge du claustra bois;ML;23,9;0;0;0;0;23,9;50;1;02/05/2024
MACON;MACON_13;Clôture de type claustra bois en panneaux;ML;23,9;-0,28;28,3;0;23,9;75,82;50;1;02/05/2024
MACON;MACON_14;Dépose et enlèvement en décharge de la cloture en PVC;ML;12,3;0;0;0;0;12,3;30;1;02/05/2024
MACON;MACON_15;Clôture PVC brise-vent avec poteau aluminium sur dé de béton enterré;ML;12,3;241;55,2;0;12,3;320,8;30;1;02/05/2024
MACON;MACON_16;Muret en agglomérés creux de ciment de 20 cm hors fondations ;ML;5,4;44,16;41,64;-5,58;5,4;91,02;50;1;02/05/2024
MACON;MACON_17;Muret en agglomérés creux de ciment de 20 cm enduit monocouche 12mm 2 faces hors fondations ;ML;5,42;54,62;41,64;-5,58;5,42;101,52;50;2;02/05/2024
MACON;MACON_18;Muret en agglomérés creux de ciment de 20 cm enduit monocouche 12mm 2 faces avec couronnement préfabriqué hors fondations ;ML;14,19;74,72;54,84;-5,58;14,19;152,36;50;2;02/05/2024
MACON;MACON_19;Démolition Element porteur vertical en acier;Kg;0,07;0;0;0;0;0,07;100;1;02/05/2024
MACON;MACON_20;Démolition maçonnerie toutes natures de matériaux (sauf béton armé) y compris fondations;M3;17,2;0;0;0;0;17,2;100;2;02/05/2024
MACON;MACON_21;Démolition béton armé y compris fondations;M3;194;0;0;0;0;194;100;1;02/05/2024
MACON;MACON_22;Démolition d'un seul pilier béton, chargement dans camion et enlèvement en décharge publique;U;0,61;0;0;0;0;0,61;100;1;02/05/2024
MACON;MACON_23;Coulage de béton armé pour fondation en rigole ou isolée;M3;194;1004;144;0;194;1536;100;1;02/05/2024
MACON;MACON_24;Parpaings ou brique TC ou cellulaire creux hourdés au mortier ép. 20 cm;M2;17,2;4,04;87,6;0;17,2;126,04;100;1;02/05/2024
MACON;MACON_25;Briques pleines ordinaires avec joint de 1cm, hourdées au mortier : Paroi de 10,5cm ép;M2;1,9;1,74;3;0;1,9;8,54;100;1;02/05/2024
MACON;MACON_26;Briques creuses dite plâtrière en pose traditionnelles ép. 5cm;M2;1,9;1,74;3;0;1,9;8,54;100;1;02/05/2024
MACON;MACON_27;Reprise d'enduit extérieur jusqu'à 20 M2 ;M2;0,01;8,72;0;0;0,01;8,75;50;1;02/05/2024
MACON;MACON_28;Piquage d'enduit extérieur;M2;0,01;0;3,31;0;0;3,32;50;2;02/05/2024
MACON;MACON_29;Reprise d'enduit projeté au-delà de 20 M2;M2;0;8,72;0;0;0,01;8,73;50;1;02/05/2024
MACON;MACON_30;Sur façade rejointoiement sur maçonnerie ancienne y compris dégarnissage préalable jusqu'à 20M2;M2;0,01;1,07;3,31;0;0,01;4,41;50;2;02/05/2024
MACON;MACON_31;Reprise d'enduit à la chaux en façade surface < 20m²;M2;15,9;10,7;9,11;0;15,9;51,61;25;1;02/05/2024
MACON;MACON_32;Reprise d'enduit à la chaux en façade surface > 20m²;M2;15,9;10,7;9,11;0;15,9;51,61;25;1;02/05/2024
ISOLANT;ISOLANT_1;Panneau semi-rigide en laine de verre  avec pare-vapeur kraft - Epaisseur  60 mm;M2;0;32,2;4,78;0;15;51,98;50;1;02/05/2024
ISOLANT;ISOLANT_2;Panneau semi-rigide en laine de verre  avec pare-vapeur kraft - Epaisseur  75 mm;M2;0;32,2;4,78;0;15;51,98;50;1;02/05/2024
ISOLANT;ISOLANT_3;Panneau semi-rigide en laine de verre  avec pare-vapeur kraft - Epaisseur 100 mm;M2;0;32,2;4,78;0;15;51,98;50;1;02/05/2024
ISOLANT;ISOLANT_4;Polystyrène expansé sans pare-vapeur épaisseur 10 +  40;M2;0;13,3;1,42;0;0,03;14,75;50;1;02/05/2024
ISOLANT;ISOLANT_5;Polystyrène expansé sans pare-vapeur épaisseur 10 +  70;M2;0;13,3;1,42;0;0,03;14,75;50;1;02/05/2024
ISOLANT;ISOLANT_6;Polystyrène expansé sans pare-vapeur épaisseur 10 +  90;M2;0;13,3;1,42;0;0,03;14,75;50;1;02/05/2024
ISOLANT;ISOLANT_7;Laine minérale sans pare-vapeur  épaisseur 10 +  50;M2;0;8,13;1,58;0;0,29;10;50;1;02/05/2024
ISOLANT;ISOLANT_8;Laine minérale sans pare-vapeur épaisseur 10 +  70;M2;0;8,13;1,58;0;0,29;10;50;1;02/05/2024
ISOLANT;ISOLANT_9;Laine minérale sans pare-vapeur épaisseur 10 + 100;M2;0;8,13;1,58;0;0,29;10;50;1;02/05/2024
ISOLANT;ISOLANT_10;Majoration pour pare-vapeur sur isolant;M2;0;3,83;0,44;0;0,18;4,45;50;1;02/05/2024
ISOLANT;ISOLANT_11;Laine de verre standard;M2;0;2,87;0,57;0;0,32;3,75;50;1;02/05/2024
ISOLANT;ISOLANT_12;Laine de verre avec pare-vapeur épaisseur 90 mm;M2;0;6,7;1,01;0;0,5;8,21;50;2;02/05/2024
ISOLANT;ISOLANT_13;Laine de verre avec pare-vapeur épaisseur 180 mm;M2;0;6,7;1,01;0;0,5;8,21;50;2;02/05/2024
COUVERT;COUVERT_1;Pose de voliges;M2;0;0;5,16;0;19,9;25,06;50;1;02/05/2024
COUVERT;COUVERT_2;Dépose ardoise incluse dans les tarifs;M2;0,61;0;0;0;0;0,61;100;1;02/05/2024
COUVERT;COUVERT_3;Ardoise en recherche 35 à 48u/m2 (y compris fournitures);U;0;7,29;8,5;0;0,61;16,4;100;1;02/05/2024
COUVERT;COUVERT_4;Remaniage toiture ardoise petit modèle 10% de fourniture comprise;M2;0,06;0,73;3,4;0;0,06;4,25;N/A;3;02/05/2024
COUVERT;COUVERT_5;Remaniage toiture grand modèle 10% de fourniture comprise;M2;0,03;0,42;1,94;0;0,03;2,43;N/A;3;02/05/2024
COUVERT;COUVERT_6;Remplacement d'ardoises naturelles petit modèle, y compris liteaux;M2;0,61;7,29;8,5;0;0,61;17;100;1;02/05/2024
COUVERT;COUVERT_7;Remplacement d'ardoises naturelles grand modèle, y compris liteaux;M2;0,35;4,17;4,86;0;0,35;9,72;100;1;02/05/2024
COUVERT;COUVERT_8;Fourniture et pose d'ardoises en fibre-ciment toutes sujétions comprises petit modèle ( 40 x 24 ) pose à pureau entier;M2;0;26;4,1;0;1,04;31,14;60;1;02/05/2024
COUVERT;COUVERT_9;Fourniture et pose d'ardoises en fibre-ciment toutes sujétions comprises Grand modèle ( 40 x 40 );M2;0;26;4,1;0;1,04;31,14;60;1;02/05/2024
COUVERT;COUVERT_10;Pose et fourniture FAITAGES, ARETIERS, NOUES ET RIVES, toutes sujétions comprises;ML;0;9,31;3,47;0;0,62;13,4;30;1;02/05/2024
COUVERT;COUVERT_11;Remplacement faîtage en ardoises naturelles, toutes sujétions comprises;ML;0,69;0,83;0,97;0;0,69;3,19;60;1;02/05/2024
COUVERT;COUVERT_12;Fourniture et pose de faîtage angulaire  simple à ourlet;ML;0;0,83;0,97;0;0,69;2,5;60;1;02/05/2024
COUVERT;COUVERT_13;Remplacement rive scellée en ardoises naturelles petit ou grand modèle, toutes sujétions comprises;ML;0,19;17,8;3,25;0;0,19;21,43;20;1;02/05/2024
COUVERT;COUVERT_14;Fourniture et pose de bande de rive à ourlet 16 ou 20cm;ML;0;6,27;2,69;0;0,02;8,98;20;1;02/05/2024
COUVERT;COUVERT_15;Fourniture et pose de noue ouverte en zinc ;ML;0;6,27;2,69;0;0,02;8,98;20;1;02/05/2024
COUVERT;COUVERT_16;Dépose tuiles mécaniques incluse dans les tarifs;M2;0,78;0;0;0;0;0,78;100;1;02/05/2024
COUVERT;COUVERT_17;Tuiles mécaniques en recherche (y compris fourniture):;U;0;22,4;0;0;0;22,4;100;1;02/05/2024
COUVERT;COUVERT_18;Remaniage toiture tuiles mécaniques grand moule 10% de fourniture comprise;M2;0,33;1,23;0,71;0;0,33;2,6;N/A;3;02/05/2024
COUVERT;COUVERT_19;Remaniage toiture tuiles mécaniques petit moule 10% de fourniture comprise;M2;0,23;1,21;0,93;0;0,23;2,6;N/A;3;02/05/2024
COUVERT;COUVERT_20;Remplacement tuiles mécaniques grand moule, y compris liteaux;M2;3,32;12,29;1,75;0;3,32;20,68;60;1;02/05/2024
COUVERT;COUVERT_21;Remplacement tuiles mécaniques petit moule, y compris liteaux;M2;2,32;12,1;1,46;0;2,32;18,2;60;1;02/05/2024
COUVERT;COUVERT_22;Remplacement faîtage ou arêtier en tuile terre cuite (mécaniques, plates ou canal)  toutes sujétions comprises;ML;0,46;2,42;0,29;0;0,46;3,64;60;1;02/05/2024
COUVERT;COUVERT_23;Arêtier en terre cuite rouge à emboitement Grand Moule;ML;0,23;1,21;0,15;0;0,23;1,82;60;1;02/05/2024
COUVERT;COUVERT_24;Arêtier en terre cuite rouge à emboitement Petit moule;ML;0,23;1,21;0,15;0;0,23;1,82;60;1;02/05/2024
COUVERT;COUVERT_25;Remplacement rive en tuile mécaniques ou plates toutes sujétions comprises;ML;0,21;6,27;2,69;0;0,21;9,38;20;1;02/05/2024
COUVERT;COUVERT_26;Rive en terre cuite rouge vissée avec demi tuile;ML;0,23;1,21;0,15;0;0,23;1,82;60;1;02/05/2024
COUVERT;COUVERT_27;Noue en zinc ;ML;2,09;6,27;2,69;0;2,09;13,14;20;1;02/05/2024
COUVERT;COUVERT_28;Dépose tuiles plates incluse dans les tarifs;M2;1,04;0;0;0;0;1,04;60;1;02/05/2024
COUVERT;COUVERT_29;Tuiles plates tout modèle en recherche;U;0;26;0;0;0;26;60;1;02/05/2024
COUVERT;COUVERT_30;Remaniage toiture tuiles plates 10% de fourniture comprise;M2;0,1;2,6;1,64;0;0,1;4,45;N/A;3;02/05/2024
COUVERT;COUVERT_31;Remplacement tuiles plates petit modèle, y compris liteaux;M2;1,04;26;4,1;0;1,04;32,18;60;1;02/05/2024
COUVERT;COUVERT_32;Remplacement tuiles plates grand modèle, y compris liteaux;M2;1,04;26;4,1;0;1,04;32,18;60;1;02/05/2024
COUVERT;COUVERT_33;Arêtier en corniers petit modèle rouge vissées;ML;0,1;2,6;0,41;0;0,1;3,22;60;1;02/05/2024
COUVERT;COUVERT_34;Arêtier fermé en tuiles plates rouge;ML;0,1;2,6;0,41;0;0,1;3,22;60;1;02/05/2024
COUVERT;COUVERT_35;Remplacement rive en tuile mécaniques ou plates toutes sujétions comprises;ML;0,21;6,27;2,69;0;0,21;9,38;20;1;02/05/2024
COUVERT;COUVERT_36;Rive en tuiles terre cuite rouge;ML;0,23;1,21;0,15;0;0,23;1,82;60;3;02/05/2024
COUVERT;COUVERT_37;Noue en zinc sur une couverture en tuiles plates;ML;2,09;6,27;2,69;0;2,09;13,14;20;1;02/05/2024
COUVERT;COUVERT_38;Noue fermée avec nocquets en terre cuite;ML;2,32;7,48;2,84;0;2,32;14,96;20;2;02/05/2024
COUVERT;COUVERT_39;Dépose couverture tuiles canal à sec;M2;0,48;0;0;0;0;0,48;100;1;02/05/2024
COUVERT;COUVERT_40;Dépose tuiles canal incluse dans les tarifs;M2;0,48;0;0;0;0;0,48;100;1;02/05/2024
COUVERT;COUVERT_41;Remaniage toiture tuile canal 10% de fourniture comprise;M2;0,05;2,64;0,73;0;0,05;3,47;N/A;3;02/05/2024
COUVERT;COUVERT_42;Remplacement tuiles canal, y compris liteaux;M2;0,48;26,4;1,83;0;0,48;29,2;100;1;02/05/2024
COUVERT;COUVERT_43;Pose et fourniture FAITAGES, ARETIERS, NOUES ET RIVES, toutes sujétions comprises;ML;0,21;6,27;2,69;0;0,21;9,38;20;1;02/05/2024
COUVERT;COUVERT_44;Arêtier en terre cuite  rouge;ML;0,1;2,6;0,41;0;0,1;3,22;60;1;02/05/2024
COUVERT;COUVERT_45;Remplacement rive en tuiles toutes sujétions comprises;ML;0,21;6,27;2,69;0;0,21;9,38;20;1;02/05/2024
COUVERT;COUVERT_46;Noue en zinc ;ML;0;6,27;0;0;0;6,27;20;1;02/05/2024
COUVERT;COUVERT_47;Dépose plaques ondulées incluse dans les tarifs;M2;1,18;0;0;0;0;1,18;20;1;02/05/2024
COUVERT;COUVERT_48;Remplacement plaques ondulées (sous toiture ou apparente);M2;1,18;6,58;0,86;0;1,18;9,8;20;1;02/05/2024
COUVERT;COUVERT_49;Fourniture et pose plaques ondulées plaques de 6 ondes en teinte colorée;M2;0;6,58;0,86;0;1,18;8,62;20;1;02/05/2024
COUVERT;COUVERT_50;Remplacement rive toutes sujétions comprises;ML;0,21;6,27;2,69;0;0,21;9,38;20;1;02/05/2024
COUVERT;COUVERT_51;Fourniture et pose faitière angulaire en teinte colorée;ML;0,04;1,25;0,54;0;0,04;1,88;20;1;02/05/2024
COUVERT;COUVERT_52;Dépose couverture en bardeaux bitumés à l'américaine;M2;6,55;0;0;0;0;6,55;50;1;02/05/2024
COUVERT;COUVERT_53;Dépose couverture en bardeaux bitumés à la française;M2;1,35;0;0;0;0;1,35;50;1;02/05/2024
COUVERT;COUVERT_54;Fourniture et mise en œuvre de bardeaux bitumés toutes sujétions de coupe et fixations à la française;M2;0;11,3;3,17;0;1,35;15,82;;1;02/05/2024
COUVERT;COUVERT_55;Fourniture et mise en œuvre de bardeaux bitumés coupe et fixations à l'américaine, toutes sujétions comprises;M2;0;17,3;5,17;0;6,55;29,02;50;1;02/05/2024
COUVERT;COUVERT_56;Egout de rive ;ML;0;9,31;0;0;0;9,31;50;1;02/05/2024
COUVERT;COUVERT_57;Fourniture et pose de faitage ou arêtier en éléments pliés, toutes sujétions comprises;ML;0;1,25;0,54;0;0,04;1,83;20;1;02/05/2024
COUVERT;COUVERT_58;Fourniture et pose de rives en éléments pliés, toutes sujétions comprises;ML;0;9,31;3,47;0;0,62;13,4;50;1;02/05/2024
COUVERT;COUVERT_59;Noues déversée;ML;0;6,27;0;0;0;6,27;20;1;02/05/2024
COUVERT;COUVERT_60;Dépose bac acier incluse dans les tarifs;M2;0,18;0;0;0;0;0,18;50;1;02/05/2024
COUVERT;COUVERT_61;Remplacement de bac acier galvanisé simple peau, toutes sujétions de pose incluses ;M2;0,18;39,2;2,2;0;0,18;41,77;50;1;02/05/2024
COUVERT;COUVERT_62;Fourniture et pose de faitière double galvanisée pour couverture bac acier toutes sujétions comprises;ML;0;1,25;0,54;0;0,04;1,83;20;1;02/05/2024
COUVERT;COUVERT_63;Remplacement de faitière galvanisée pour couverture bac acier toutes sujétions comprises;ML;0,62;9,31;3,47;0;0,62;14,02;50;1;02/05/2024
COUVERT;COUVERT_64;Remplacement de rive galvanisée pour couverture bac acier toutes sujétions comprises;ML;0,21;6,27;2,69;0;0,21;9,38;20;1;02/05/2024
COUVERT;COUVERT_65;Dépose de tuyaux de descente (zinc et PVC) ;ML;0,15;0;0;0;0;0,15;50;1;02/05/2024
COUVERT;COUVERT_66;Dépose de gouttières avec bande d'égout ;ML;0,13;0;0;0;0;0,13;20;1;02/05/2024
COUVERT;COUVERT_67;Dépose de cheneaux encaissés;ML;8,77;20,1;13,2;0;8,77;50,84;50;2;02/05/2024
COUVERT;COUVERT_68;Dépose de gouttières Havraises, Rouennaises, Nantaises;ML;0,13;0;0;0;0;0,13;20;1;02/05/2024
COUVERT;COUVERT_69;Remplacement de tuyau de descente EP en Zinc ou PVC Y/C raccords, talons, naissances;ML;0,13;1,72;0,83;0;0,13;2,81;20;1;02/05/2024
COUVERT;COUVERT_70;Fourniture et pose de gouttière en zinc de 0,33 ;ML;0;1,72;0,83;0;0,13;2,68;20;1;02/05/2024
COUVERT;COUVERT_71;Remplacement de tuyau de descente EP en aluminium Y/C raccords, talons, naissances;ML;0,15;16,1;1,9;0;0,15;18,29;50;1;02/05/2024
COUVERT;COUVERT_72;Remplacement de tuyau de descente EP en Zinc ou PVC Y/C raccords, talons, naissances;ML;0,11;6,04;2,7;0;0,11;8,96;75;1;02/05/2024
COUVERT;COUVERT_73;Fourniture et pose de gouttière PVC de 0,33;ML;0;1,72;0,83;0;0,13;2,68;20;1;02/05/2024
COUVERT;COUVERT_74;Retour d'angle PVC;U;0,03;0,43;0,21;0;0,03;0,7;20;1;02/05/2024
COUVERT;COUVERT_75;Naissance de 0,25 PVC;U;0;34,9;0;0;0;34,9;50;1;02/05/2024
COUVERT;COUVERT_76;Fourniture et pose de tuyau de descente en Zinc naturel;ML;0;18,12;2,7;0;0,32;21,14;75;1;02/05/2024
COUVERT;COUVERT_77;Fourniture et pose de couronnement de cheminée et aspirateur statique;U;0;216;92,5;0;7,11;315,61;20;1;02/05/2024
COUVERT;COUVERT_78;Fourniture et pose de conduit (20x20);ML;0;55;4,33;0;1,31;60,64;50;1;02/05/2024
COUVERT;COUVERT_79;Fourniture et pose d'abergement de souche;U;0;6,27;2,69;0;2,09;11,05;20;1;02/05/2024
COUVERT;COUVERT_80;Bande porte solin et solin au mortier;ML;0;17,8;0;0;0;17,8;20;1;02/05/2024
COUVERT;COUVERT_81;Mise en œuvre d'un échafaudage de pied hauteur 3 m pendant les travaux;ML;0;0;0,4;0;0;0,4;N/A;2;02/05/2024
COUVERT;COUVERT_82;Mise en œuvre d'un échafaudage de pied hauteur 6 m pendant les travaux;ML;0;0;1,2;0;0;1,2;N/A;2;02/05/2024
COUVERT;COUVERT_83;Mise en œuvre d'un échafaudage de pied hauteur 9 m pendant les travaux;ML;0;0;1,8;0;0;1,8;N/A;2;02/05/2024
COUVERT;COUVERT_84;Forfait minimum d'intervention couverture hors bâchage;FT;0;0;0;0;0;103,4;N/A;2;02/05/2024
AUTRES;AUTRES_1;Peinture des plinthes ou canalisation (si endommagée ou remplacée);ML;0,47;1,55;0,11;0,49;0,47;3,09;10;1;02/05/2024
AUTRES;AUTRES_2;Peinture porte par face, huisserie et boiserie (si endommagée ou remplacée);U;0,91;3,01;0,22;0,96;0,91;6;10;2;02/05/2024
AUTRES;AUTRES_3;Peinture radiateur fonte (si endommagé ou remplacé);U;0,91;3,01;0,22;0,96;0,91;6;10;3;02/05/2024
AUTRES;AUTRES_4;Fourniture de sous-couche;M2;0;1,51;0;0;0;1,51;50;1;02/05/2024
