catégorie;CodeReferentielReparation;Désignation;Unité;Démolitions / Déblais;Étape de production;Étape du processus de construction ;Étape d’utilisation ;Étape de fin de vie ;Total cycle de vie en kg CO² eq;Durée de vie;Incertitude;Date de modification
AUTRES;AUTRES_5;Barre de seuil : dépose, fourniture et pose;U;0,28;2,49;0,2;0;0,28;3,24;30;1;02/05/2024
AUTRES;AUTRES_6;Remplacement barre de seuil;U;0,28;2,49;0,2;0;0,28;3,24;30;1;02/05/2024
AUTRES;AUTRES_7;Plus value hydrofuges pour plaques de plâtre type BA13;M2;0,33;0,2;0;0;0,33;0,86;50;2;02/05/2024
AUTRES;AUTRES_8;Tablier de baignoire hors carrelage, y compris trappe de visite;U;0,31;1,88;6,27;0;0,31;8,77;50;2;02/05/2024
AUTRES;AUTRES_9;Remplacement laine de verre en kraft par 90 à 120 mm pour isolation des combles;M2;0,22;20,3;6,97;0;0,22;27,71;50;1;02/05/2024
AUTRES;AUTRES_10;Remplacement laine de verre 220 à 300 mm pour isolation des combles;M3;0,4;24,13;7,41;0;0,4;32,34;50;3;02/05/2024
AUTRES;AUTRES_11;Remplacement isolant mince multi réflecteur ép. 10 à 15 mm pour isolation des combles;M3;0,18;3,83;0,44;0;0,18;4,63;50;1;02/05/2024
AUTRES;AUTRES_12;Remplacement isolant mince multi réflecteur ép. 20 à 25 mm pour isolation des combles;M2;0,18;3,83;0,44;0;0,18;4,63;50;1;02/05/2024
AUTRES;AUTRES_13;Forfait recherche de panne;FT;0;0,1;22,4;0;0;22,5;N/A;2;02/05/2024
AUTRES;AUTRES_14;Remplacement motorisation volet roulant;U;7,96;0;3,34;126;7,96;145,26;20;1;02/05/2024
AUTRES;AUTRES_15;Remplacement Tableau général jusqu'à 4 barrettes de disjoncteur ou jusqu'à 50 modules simples y compris câble, appareillage et raccordement;U;28,8;28,92;28,4;0;28,8;114,92;20;1;02/05/2024
AUTRES;AUTRES_16;Remplacement Tableau général supérieur à 4 barrettes de disjoncteur ou plus de 50 modules simples y compris câble, appareillage et raccordement;U;57,6;57,84;32;0;57,6;205,04;20;2;02/05/2024
AUTRES;AUTRES_17;Remplacement Tableau général encastré y compris câble, appareillage et raccordement;U;28,8;28,92;30,8;0;28,8;117,32;20;2;02/05/2024
AUTRES;AUTRES_18;Remplacement alimentation sèche serviette / cumulus / chaudière y compris câble et raccordement;U;3,4;41,85;29,55;0;3,4;78,2;20;2;02/05/2024
AUTRES;AUTRES_19;Remplacement alimentation VMC y compris câble et raccordement;U;6,8;83,7;36,7;0;6,8;134;20;1;02/05/2024
AUTRES;AUTRES_20;Plus value pour l'encastrement réseaux compris saignées, fourreaux et rebouchage;FT;0,36;0,94;2,4;0;0,36;4,06;20;1;02/05/2024
AUTRES;AUTRES_21;Mise à disposition d’un échafaudage en cas de hauteur sous plafond comprise entre 3 et 5 m;FT;0;0;1,2;0;0;1,2;N/A;2;02/05/2024
AUTRES;AUTRES_22;Mise à disposition d’un échafaudage en cas de hauteur sous plafond supérieure à 5 m;FT;0;0;0,72;0;0;0,72;N/A;2;02/05/2024
AUTRES;AUTRES_23;Fourniture et pose de tuyauterie cuivre 20/22, pose en apparent y compris façons, coude, raccords et fixation.;ML;0;2,4;0,61;0;0,29;3,31;100;1;02/05/2024
AUTRES;AUTRES_24;Fourniture et pose de tuyauterie cuivre 16/18, pose en apparent y compris façons, coude, raccords et fixation.;ML;0;1,08;0,28;0;0,13;1,49;100;1;02/05/2024
AUTRES;AUTRES_25;Fourniture et pose de tuyauterie cuivre 12/14, pose en apparent y compris façons, coude, raccords et fixation.;ML;0;1,08;0,28;0;0,13;1,49;100;1;02/05/2024
AUTRES;AUTRES_26;Remplacement points lumineux (y compris câblage & fourniture);U;8,07;635;119;0;8,07;770,14;50;1;02/05/2024
AUTRES;AUTRES_27;Remplacement appareillage (prise, interrupteur), câblage conservé;U;0,02;3,37;0,13;5,12;0,02;8,66;10;1;02/05/2024
AUTRES;AUTRES_28;Décontamination / nettoyage des lavabos, baignoire, évier, WC, receveur douche, ... (conservation ou éponge chimique);U;0;0,2;1,2;0;0;1,4;N/A;2;02/05/2024
AUTRES;AUTRES_29;Arrachage moquette et tapisserie (si justifié);M2;2,49;0;0;0;0;2,49;10;1;02/05/2024
AUTRES;AUTRES_30;Lessivage extérieurs murs et sols haute pression EC/EF avec ou sans détergent;M2;0;0;0,1;0;0;0,1;N/A;3;02/05/2024
AUTRES;AUTRES_31;Nettoyage de sol de cave en béton brut;M2;0;0;0,1;0;0;0,1;N/A;3;02/05/2024
AUTRES;AUTRES_32;Bâchage en travaux d'urgence sur toiture;M2;0;7,8;0,4;0;0,78;8,98;N/A;2;02/05/2024
AUTRES;AUTRES_33;Remplacement noue en zinc toutes sujétions comprises;ML;0,62;9,31;3,47;0;0,62;14,01;30;3;02/05/2024
AUTRES;AUTRES_34;Remplacement écran sous toiture;M2;0,06;12,5;2,51;0;0,06;15,13;50;1;02/05/2024
AUTRES;AUTRES_35;Forfait minimum bâchage uniquement;FT;0;62,4;3,18;0;6,24;71,82;N/A;2;02/05/2024
AUTRES;AUTRES_36;Fourniture et pose de rive;ML;0;9,31;3,47;0;0,62;13,4;50;1;02/05/2024
AUTRES;AUTRES_37;Mise en place de chevêtre;U;1;9;12,7;0;1;23,7;50;3;02/05/2024
AUTRES;AUTRES_38;Travaux de réparations réseau d'alimentation en cuivre;ML;0,1;0,1;0,61;0;0,1;0,91;100;1;02/05/2024
AUTRES;AUTRES_39;Travaux de réparations réseau d'alimentation en PER;ML;0,1;0,1;0,8;0;0,1;1,1;50;1;02/05/2024
AUTRES;AUTRES_40;Dépose & repose de sanitaires non scellés (lavabo, WC, …) y compris accessoires de pose & protection;FT;30,8;0;59,6;0;0;90,4;20;1;02/05/2024
AUTRES;AUTRES_41;Dépose & repose de radiateurs à circulation d'eau y compris accessoires de pose & protection;FT;4,93;0;12;0;0;16,93;17;1;02/05/2024
AUTRES;AUTRES_42;Dépose & repose de sanitaires scellés (douche, baignoire, …) y compris accessoires de pose & protection;FT;21,5;0;32,3;0;0;53,8;20;1;02/05/2024
AUTRES;AUTRES_43;Dépose & repose chauffe eau / cumulus électrique y compris accessoires de pose & protection;FT;140;0;75,2;0;0;215,2;25;1;02/05/2024
AUTRES;AUTRES_44;Aspiration des eaux résiduelles en surface;M2;0;0;0,4;0;0;0,4;N/A;2;02/05/2024
AUTRES;AUTRES_45;Assèchement sol (chape, carrelage, moquette, revêtements plastiques);M2;0;0;2;2,52;0;4,52;N/A;2;02/05/2024
AUTRES;AUTRES_46;Assèchement par surpression parquet traditionnel;M2;0;0;2;2,52;0;4,52;N/A;3;02/05/2024
AUTRES;AUTRES_47;Assèchement par surpression chape flottante sur isolation thermique;M2;0;0;2;2,52;0;4,52;N/A;3;02/05/2024
AUTRES;AUTRES_48;Remplacement clôture préfabriquée en béton armé lisse hauteur < de 2 m, poteaux de 12*12 cm, dalle pleine en piètement;ML;23,35;37,3;9,54;-0,39;23,35;93,15;100;1;02/05/2024
AUTRES;AUTRES_49;Remplacement clôture préfabriquée grillagée hauteur 1,50 m sur poteau en béton armé. (grillage simple torsion, galvanisé plastifié, jambes de forces et scellement béton compris) jusqu'au 20 ML;ML;2,02;31,4;10,2;0;2,02;45,64;25;1;02/05/2024
AUTRES;AUTRES_50;Remplacement clôture préfabriquée grillagée hauteur 2,00 m sur poteau en béton armé. (grillage simple torsion, galvanisé plastifié, entraxe 2,50m, jambes de forces et scellement béton compris) jusqu'à 20 ML;ML;3,03;47,1;15,3;0;3,03;68,46;25;1;02/05/2024
AUTRES;AUTRES_51;Remplacement clôture préfabriquée grillagée hauteur 1,50 m sur poteau en béton armé. (grillage simple torsion, galvanisé plastifié, soubassement en béton 25cm)  jusqu'au 20 ML;ML;2,13;40,9;14,75;-0,41;2,13;59,51;25;1;02/05/2024
AUTRES;AUTRES_52;Remplacement clôture préfabriquée grillagée hauteur 2 m sur poteau en béton armé. (grillage simple torsion, galvanisé plastifié, soubassement en béton 25cm)  jusqu'au 20 ML;ML;3,14;56,6;19,85;-0,41;3,14;82,33;25;1;02/05/2024
AUTRES;AUTRES_53;Remplacement clôture de type claustra bois en panneaux 1,80mx1,80m;ML;43,9;-55,6;35,9;0;43,9;68,1;50;1;02/05/2024
AUTRES;AUTRES_54;Couronnement pour mur;ML;1,25;2,87;13,2;0;1,25;18,58;50;1;02/05/2024
AUTRES;AUTRES_55;Débitage et enlèvement d'un arbre au sol 2,00m<H<8,00m ;FT;1143;0;22,8;0;0;1165,8;0;2;02/05/2024
AUTRES;AUTRES_56;Débitage et enlèvement d'un arbre au sol 8,00m<=H<15,00m ;FT;1839;0;25,2;0;0;1864,2;0;2;02/05/2024
AUTRES;AUTRES_57;Débitage et enlèvement d'un arbre au sol>15M;FT;2355;0;27,6;0;0;2382,6;0;2;02/05/2024
AUTRES;AUTRES_58;Fourniture et pose de boisseaux de conduit de fumée tous type de matériaux;ML;0;21,6;5,64;0;2,75;29,99;50;1;02/05/2024
AUTRES;AUTRES_59;Réfection d'un couronnement de cheminée;FT;1,25;2,87;18;0;1,25;18,58;50;2;02/05/2024
AUTRES;AUTRES_60;Reprise sur PVC > 7 impacts, trous, éclats sur un ou plusieurs ouvrages, y compris toutes sujétions thermo-reprofilage, dépose et repose éventuelles, nettoyage, ponçages, lustrage;FT;0;2;48;0;0;50;30;3;02/05/2024
AUTRES;AUTRES_61;Remplacement de tout type de joint d'étanchéité (en caoutchouc, en PVC...) par vantail de fenêtre, porte-fenêtre, porte...;U;0,37;2,84;0,28;0;0,37;3,86;30;1;02/05/2024
AUTRES;AUTRES_62;Km supplémentaire au delà de 50 km serrurier (avec un maximum de 200 km);KM;0;0;0,22;0;0;0,22;N/A;3;02/05/2024
AUTRES;AUTRES_63;Plus value pour protection thermique;M2;0,1;0,1;0,1;0;0,1;0,4;20;2;02/05/2024
AUTRES;AUTRES_64;Petits bois à l'intérieur du vitrage isolant;ML;0,1;0,1;0,1;0;0,1;0,4;50;2;02/05/2024
AUTRES;AUTRES_65;Forfait location diable élévateur de vitrage, pour manutention de vitrages (de 150 Kg max) avec 2 opérateurs;FT;0,1;1;20,6;0;0,1;21,8;N/A;2;02/05/2024
AUTRES;AUTRES_66;Achat d'un testeur d'humidité;U;0,1;0,1;0,1;0;0,1;0,4;50;2;02/05/2024
AUTRES;AUTRES_67;Remplacement doublage en plaques de plâtres type BA13 sur rail y compris ossature métallique (dépose existant, évacuation, fourniture et pose);M2;0,85;17,35;3,76;0,6;0,85;23,41;50;2;02/05/2024
AUTRES;AUTRES_68;Remplacement motorisation portail standard;U;8,76;187;22,3;0;8,76;226,82;15;1;02/05/2024
AUTRES;AUTRES_69;Dépose Elément porteur en acier utilisé comme élément de charpente ;kg;0,06;0;0,36;0;0;0,42;N/A;1;02/05/2024
AUTRES;AUTRES_70;Dépose des éléments de charpente, y compris l'enlèvement et mise en décharge;M3;813;0;52,5;0;0;865,5;N/A;3;02/05/2024
AUTRES;AUTRES_71;Main d'œuvre pour calage ou redressement des éléments de charpente (panne, panne faitière, ferme, chevron, sablière);H;0;0;1,2;0;0;1,2;N/A;3;02/05/2024
AUTRES;AUTRES_72;Fourniture et pose de charpente non assemblée en sapin du nord;M3;0;-616;28,4;0;736;148,4;100;1;02/05/2024
AUTRES;AUTRES_73;Fourniture et pose de charpente assemblée en sapin du nord;M3;0;-350;105;0;813;568;100;1;02/05/2024
AUTRES;AUTRES_74;Fourniture et pose de charpente non assemblée en chêne;M3;0;-616;28,4;0;736;148,4;100;1;02/05/2024
AUTRES;AUTRES_75;Fourniture et pose de charpente assemblée en chêne;M3;0;-350;105;0;813;568;100;1;02/05/2024
AUTRES;AUTRES_76;Fourniture et pose de chevron ou solive;M3;0;-9,86;0,56;0;20;10,7;100;1;02/05/2024
AUTRES;AUTRES_77;Remplacement arêtier en ardoise naturelle, toutes sujétions comprises;ML;0;9,31;3,47;0;0,62;13,4;30;1;02/05/2024
AUTRES;AUTRES_78;Remplacement bande de rive à ourlet en zinc, toutes sujétions comprises;ML;0,21;6,27;2,69;0;0,21;9,38;20;1;02/05/2024
AUTRES;AUTRES_79;Remplacement de gouttière Y/C raccords, talons, naissances;ML;0,13;1,72;0,83;0;0,13;2,81;20;1;02/05/2024
AUTRES;AUTRES_80;Remplacement naissance de gouttière Zinc ou PVC ;U;2,66;34,9;2,4;0;2,66;42,62;50;1;02/05/2024
AUTRES;AUTRES_81;Remplacement naissance de gouttière aluminium;ML;2,66;34,9;2,4;0;2,66;42,62;50;1;02/05/2024
AUTRES;AUTRES_82;Ouverture de porte claquée (1 heure maximum sur site), serrure simple, déplacement compris. Jour sauf week end et jours fériés (de 8h00 à 19h00);FT;0;0;19,2;0;0;19,2;N/A;3;02/05/2024
AUTRES;AUTRES_83;Ouverture de porte claquée (1 heure maximum sur site), serrure simple, déplacement compris. Nuit (de 19h à 08h), dimanche et jours fériés.;FT;0;0;19,2;0;0;19,2;N/A;3;02/05/2024
AUTRES;AUTRES_84;Ouverture de porte fermée à clé, serrure simple, déplacement compris. Jour sauf week end et jours fériés (de 8h00 à 19h00);FT;0;0;19,2;0;0;19,2;N/A;3;02/05/2024
AUTRES;AUTRES_85;Ouverture porte fermée à clé, serrure de sécurité, déplacement compris. Jour sauf week end et jours fériés (de 8h00 à 19h00);FT;0;0;19,2;0;0;19,2;N/A;3;02/05/2024
AUTRES;AUTRES_86;Ouverture porte fermée à clé, serrure de sécurité, déplacement compris. nuit (de 19h à 08h), dimanche et jours fériés. ;FT;0;0;19,2;0;0;19,2;N/A;3;02/05/2024
AUTRES;AUTRES_87;Remplacement vitre d'insert Vitro cerame classique (rectangulaire ép. 4mm) y compris joints d'étanchéité et accessoires de pose (cales de compensations, pièces de fixations, ...) y compris traitement des déchets;M2;0,84;12,2;26;0;0,84;39,89;30;2;02/05/2024
AUTRES;AUTRES_88;Remplacement vitre d'insert Vitro cerame rectangulaire ép. 5mm y compris joints d'étanchéité et accessoires de pose (cales de compensations, pièces de fixations, ...) y compris traitement des déchets;M2;0,84;12,2;26;0;0,84;39,89;30;2;02/05/2024
AUTRES;AUTRES_89;Remplacement double vitrage isolants préfabriqués une face clair ép. 4 mm (y compris intercalaire ou Warm Edge si existants);M2;0,39;43,4;39,01;0;0,39;83,19;30;3;02/05/2024
AUTRES;AUTRES_90;Remplacement double  vitrage isolants préfabriqués une face clair ép. 5 à 6 mm  (y compris intercalaire ou Warm Edge si existants);M2;0,54;59,68;39,01;0;0,54;99,76;30;3;02/05/2024
AUTRES;AUTRES_91;Remplacement double  vitrage isolants préfabriqués une face clair ép. 8 mm  (y compris intercalaire ou Warm Edge si existants);M2;0,74;81,38;39,01;0;0,74;121,85;30;3;02/05/2024
AUTRES;AUTRES_92;Remplacement double  vitrage isolants préfabriqués une face clair ép. 10 mm  (y compris intercalaire ou Warm Edge si existants);M2;0,93;103,08;39,01;0;0,93;143,95;30;3;02/05/2024
AUTRES;AUTRES_93;Décontamination / nettoyage des Embellissements Plafond et murs Lessivage (conservation ou éponge chimique);M2;0;0,1;0,1;0;0;0,2;N/A;3;02/05/2024
AUTRES;AUTRES_94;Décontamination mobiliers Traitement sur site;H;0;0,1;3,7;0;0;3,8;N/A;2;02/05/2024
AUTRES;AUTRES_95;Décontamination mobiliers Traitement en atelier;H;0;0,1;5,6;0;0;5,7;N/A;2;02/05/2024
AUTRES;AUTRES_96;Encapsulage sur support fortement touchés (nettoyage + peinture une couche sans préparation des supports);M2;0,06;1,38;0,18;0;0,06;1,67;7;1;02/05/2024
AUTRES;AUTRES_97;Mise en place provisoire tableau électrique en 380 Volts y compris branchement EDF;FT;0,01;68,4;0,08;0;0,01;68,5;10;1;02/05/2024
AUTRES;AUTRES_98;Désinfection des supports après DDE (eaux usées et/ou vannes);M2;0;0,2;0,6;0;0;0,8;N/A;2;02/05/2024
AUTRES;AUTRES_99;Assèchement d'espaces creux (doublages et/ou plénum);M2;0;0;2;2,52;0;4,52;N/A;2;02/05/2024
AUTRES;AUTRES_100;Réalisation de sas en polyane pour confinement des volumes à assécher (ouverture <4m2);FT;0;19,5;10,87;0;1,95;32,32;N/A;2;02/05/2024
AUTRES;AUTRES_101;Plus value pour M² supplémentaire d'ouverture pour réalisation de sas en polyane;M2;0;7,8;1,2;0;0,78;9,78;N/A;2;02/05/2024
AUTRES;AUTRES_102;Remplacement de sous couche acoustique ou étanchéité sous carrelage (arrachage, préparation du support, surfaçage, fournitures de pose, y compris revêtement);M2;0,54;8,66;0,79;0;0,54;10,54;50;1;02/05/2024
AUTRES;AUTRES_103;Remplacement de bande périphérique acoustique sous plinthe (arrachage, fournitures de pose, y compris bande);ML;0,02;0,24;0,67;0;0,02;0,94;20;1;02/05/2024
AUTRES;AUTRES_104;Remplacement isolant par soufflage épaisseur 150 mm;M2;1,31;4,96;1,32;0;1,31;8,9;50;1;02/05/2024
AUTRES;AUTRES_105;Remplacement isolant par soufflage épaisseur 300 mm;M2;2,62;9,92;2,64;0;2,62;17,8;50;1;02/05/2024
AUTRES;AUTRES_106;Km supplémentaire bâchage uniquement au delà de 50 km aller retour (avec un maximum de 200 km);KM;0;0;0,22;0;0;0,22;N/A;3;02/05/2024
AUTRES;AUTRES_107;Remplacement meuble évier y compris accessoire de pose & protection (hors fourniture meuble);FT;17,7;23,6;14,5;0;17,7;73,5;15;1;02/05/2024
AUTRES;AUTRES_108;Fermetures provisoire de portes 1 vantail avec du contre-plaqué rigide ou renforcé par des tasseaux de bois. nuit (de 19h à 08h), dimanche et jours fériés. ;U;0;-16,55;28,77;0;18,32;30,54;N/A;1;02/05/2024
AUTRES;AUTRES_109;Mise en sécurité d'une vitrine par pose d'un contre-plaqué y compris déplacement. nuit (de 19h à 08h), dimanche et jours fériés. ;M2;0;-87,1;74,7;0;96,4;84;N/A;1;02/05/2024
AUTRES;AUTRES_110;Mise en sécurité par pose d'un film de sécurité d'une porte fenêtre ou fenêtre y compris déplacement. nuit (de 19h à 08h), dimanche et jours fériés. ;U;0;2,15;20,6;0;2,06;24,81;N/A;3;02/05/2024
AUTRES;AUTRES_111;Mise en sécurité par pose d'un contre-plaqué d'une porte fenêtre ou fenêtre y compris déplacement. nuit (de 19h à 08h), dimanche et jours fériés. ;U;0;-16,55;28,77;0;18,32;30,54;N/A;1;02/05/2024
AUTRES;AUTRES_112;Km supplémentaire au delà de 50 km aller retour (avec un maximum de 200 km);KM;0;0;0,22;0;0;0,22;N/A;3;02/05/2024
AUTRES;AUTRES_113;Réparation sur menuiserie aluminium de rayures et de légers enfoncements;FT;0;0;0;0;0;75;N/A;3;02/05/2024
AUTRES;AUTRES_114;Réparation sur menuiserie aluminium d'enfoncements de matières;FT;0;0;0;0;0;75;N/A;3;02/05/2024
AUTRES;AUTRES_115;Km supplémentaire au delà de 50 km aller retour (avec un maximum de 200 km);Km supplémentaire au delà de 50 km aller retour (avec un maximum de 200 km);0;0;0,22;0;0;0,22;N/A;3;02/05/2024
AUTRES;AUTRES_116;Mise en sécurité par pose d'un film de sécurité d'une porte fenêtre ou fenêtre y compris déplacement;U;0;2,15;20,6;0;2,06;24,81;N/A;3;02/05/2024
AUTRES;AUTRES_117;Mise en sécurité par pose d'un contre-plaqué d'une porte fenêtre ou fenêtre y compris déplacement;U;0;-16,55;28,77;0;18,32;30,54;N/A;3;02/05/2024
AUTRES;AUTRES_118;Remplacement portes verre trempé standard clair à l'unité sans pièce métallique ;M2;49,8;255;29,3;0;49,8;383,9;20;1;02/05/2024
AUTRES;AUTRES_119;Assèchement ambiant habitation y compris amenée, repli et location du matériel 1 APPAREIL limité à 3 semaines  ;FT;0;0;40;50,4;0;90,4;N/A;2;02/05/2024
AUTRES;AUTRES_120;Assèchement ambiant habitation par APPAREIL supplémentaires limité à 3 semaines;FT;0;0;0,4;50,4;0;50,8;N/A;2;02/05/2024
AUTRES;AUTRES_121;Remplacement d'un simple vitrage clair, d'épaisseur < à 10 mm et de surface < à 1m² y compris déplacement et traitement des déchets;FT;0,28;30,74;19,81;0;0,28;51,11;30;3;02/05/2024
AUTRES;AUTRES_122;Remplacement d'un simple vitrage clair, d'épaisseur < à 10 mm et de surface comprise entre 1 et 2 M² y compris déplacement et traitement des déchets;FT;0,42;46,11;29,71;0;0,42;76,66;30;3;02/05/2024
AUTRES;AUTRES_123;Remplacement serrure 3 ou 5 points tout type (à larder ou en applique). Déplacement compris. Nuit (de 19h à 08h), dimanche et jours fériés. ;FT;0,08;19;19,33;0;0,08;38,49;20;1;02/05/2024
AUTRES;AUTRES_124;Débitage et enlèvement d'un arbre au sol d'une longueur inférieure à 8m.;FT;0;0,1;40;0;720;760,1;N/A;2;02/05/2024
AUTRES;AUTRES_125;Débitage et enlèvement d'un arbre au sol d'une longueur comprise entre 8 et 15m.;FT;0;0,1;40;0;1260;1300,1;N/A;2;02/05/2024
AUTRES;AUTRES_126;Débitage et enlèvement d'un arbre au sol d'une longueur supérieure à 15m.;FT;0;0,1;40;0;1800;1840,1;N/A;2;02/05/2024
AUTRES;AUTRES_127;Jeune arbre à planter;U;0;0;1,2;0;0;1,2;50;2;02/05/2024
AUTRES;AUTRES_128;Plante à replanter ;U;0;0;1,2;0;0;1,2;10;2;02/05/2024
AUTRES;AUTRES_129;Mise en place d'une haie végétale;ML;0;0;2,4;0;0;2,4;25;2;02/05/2024
AUTRES;AUTRES_130;Main d'œuvre Jardinage;U;0;0;1,2;0;0;1,2;N/A;3;02/05/2024
AUTRES;AUTRES_131;Fourniture ensemble Caisson Haut médium + porte en médium ou vitrée Hauteur max 102 cm x largeur max x P.35 cm;U;0;23,6;0;0;17,7;41,3;15;1;02/05/2024
AUTRES;AUTRES_132;Fourniture ensemble Caisson Haut médium + portes en médium ou vitrées (Hauteur max 102 cm x largeur max 80 cm x P.35 cm);U;0;23,6;0;0;17,7;41,3;15;1;02/05/2024
AUTRES;AUTRES_133;Fourniture ensemble Caisson Bas médium + porte en médium ou vitrée (Hauteur 77 cm x largeur max 50 cm x P.35 cm);U;0;11,13;0;0;8,35;19,49;15;1;02/05/2024
AUTRES;AUTRES_134;Fourniture ensemble Caisson Bas médium + portes en médium ou vitrées ID Hauteur 77 cm x largeur max 80 cm x P.35 cm;U;0;17,82;0;0;13,36;31,18;15;1;02/05/2024
AUTRES;AUTRES_135;Fourniture ensemble caisson + porte Pour Evier/vasque - Hauteur max 85 X Longueur max 80 max X Profondeur 58 cm;U;0;32,59;0;0;24,44;57,03;15;1;02/05/2024
AUTRES;AUTRES_136;Fourniture ensemble caisson + porte Meuble colonne - Hauteur max 177cm X Longueur max 60 max;U;0;70,21;0;0;52,65;122,86;15;1;02/05/2024
AUTRES;AUTRES_137;Forfait dépose & repose Meuble (caisson et portes);FT;0;0;29;0;0;29;15;1;02/05/2024
AUTRES;AUTRES_138;Facturation minimale électricité toutes sujétions y compris fournitures (hors intervention pour forfait recherche de panne);FT;6,39;82,8;13,59;0;6,39;109,17;10;2;02/05/2024
AUTRES;AUTRES_139;Facturation minimale Décontamination toutes sujétions, y compris fournitures et forfait déplacement;FT;0;0;0;0;0;24,2;N/A;2;02/05/2024
AUTRES;AUTRES_140;Facturation minimale assèchement toutes sujétions, y compris fournitures et forfait déplacement;FT;0;0;41,2;16,8;0;109,17;N/A;2;02/05/2024
